student_id,stress_level,cognitive_performance,number sequences marks,perimeter marks,ratio marks,fractions/decimals marks,indices marks,algebra marks,angles marks,volume and capacity marks,area marks,probability marks,recommended_lesson
S02718,Low,Very High,6,7,6,8,6,8,7,8,10,10,number sequences 
S02719,Low,Very High,10,6,10,10,9,6,10,8,10,10,perimeter 
S02720,High,Average,2,1,0,0,0,0,0,0,0,1,ratio 
S02721,High,Low,2,4,6,5,2,3,6,6,4,5,number sequences 
S02722,Medium,High,5,5,3,6,5,6,7,5,5,6,ratio 
S02723,Medium,High,4,6,3,5,6,5,6,4,4,6,ratio 
S02724,Medium,Average,3,4,7,6,4,5,3,5,4,4,number sequences 
S02725,High,High,6,5,3,5,3,4,7,7,6,4,ratio 
S02726,Low,High,7,6,9,6,7,8,10,7,8,10,perimeter 
S02727,Medium,High,9,6,8,6,8,7,7,9,9,6,perimeter 
S02728,Low,Low,6,6,5,5,5,2,5,3,3,5,algebra 
S02729,High,Average,0,3,3,2,2,1,0,0,1,2,number sequences 
S02730,Low,High,10,9,10,7,10,9,10,10,10,10,fractions/decimals 
S02731,Medium,Low,7,7,5,5,4,4,7,7,6,6,indices 
S02732,Low,Very High,7,6,9,6,6,6,6,8,7,5,probability 
S02733,Low,Average,5,6,2,5,2,5,6,2,3,2,ratio 
S02734,Low,High,7,7,10,9,7,10,8,8,7,10,number sequences 
S02735,High,Average,3,0,0,0,0,2,1,0,2,0,perimeter 
S02736,High,Low,0,3,0,0,0,0,1,3,1,1,number sequences 
S02737,Low,Low,6,7,8,9,9,5,8,7,6,6,algebra 
S02738,Medium,Average,5,7,5,6,6,4,7,7,6,7,algebra 
S02739,High,Average,2,1,2,0,2,0,1,3,3,0,fractions/decimals 
S02740,Low,Average,7,3,5,3,7,6,5,4,4,6,perimeter 
S02741,Medium,Average,7,6,6,7,6,6,3,3,6,4,angles 
S02742,Medium,Average,3,2,3,2,5,6,4,3,5,6,perimeter 
S02743,High,Average,3,1,1,0,0,0,3,0,1,1,fractions/decimals 
S02744,High,Low,1,2,0,3,0,2,1,3,0,3,ratio 
S02745,Medium,High,8,7,5,8,7,4,4,5,4,5,algebra 
S02746,High,Low,3,4,4,4,0,3,0,1,1,1,indices 
S02747,Low,Very High,8,8,10,8,9,10,7,10,10,10,angles 
S02748,Medium,Average,6,5,4,5,3,4,5,7,3,7,indices 
S02749,Medium,High,6,8,6,8,8,8,5,7,5,6,angles 
S02750,Medium,Average,3,3,5,6,5,3,5,5,7,7,number sequences 
S02751,Low,High,7,10,9,9,10,10,10,9,7,9,number sequences 
S02752,Medium,High,5,4,4,5,5,5,6,5,8,5,perimeter 
S02753,Medium,High,4,4,7,6,7,4,7,7,7,4,number sequences 
S02754,High,Average,5,2,5,3,6,4,3,2,2,4,perimeter 
S02755,High,High,5,7,4,6,7,6,7,8,4,8,ratio 
S02756,Medium,Average,7,7,5,4,6,4,5,5,4,5,fractions/decimals 
S02757,Medium,High,6,6,8,7,5,9,9,9,9,7,indices 
S02758,Low,Low,6,7,7,4,4,6,3,3,7,7,angles 
S02759,Medium,High,6,8,9,5,7,8,6,8,6,6,fractions/decimals 
S02760,Medium,Average,5,8,9,6,9,9,6,8,9,6,number sequences 
S02761,Low,High,7,8,8,10,9,7,8,10,10,10,number sequences 
S02762,Low,Average,5,7,6,3,4,6,5,6,4,5,fractions/decimals 
S02763,Medium,High,5,4,5,2,5,6,5,6,2,2,fractions/decimals 
S02764,Medium,Average,7,4,7,5,4,7,4,3,7,7,volume and capacity 
S02765,High,Low,4,2,3,6,5,3,4,4,2,4,perimeter 
S02766,Low,Average,8,7,8,6,6,5,5,6,6,7,algebra 
S02767,Medium,Very High,6,6,4,7,4,8,8,6,6,8,ratio 
S02768,Medium,High,5,7,7,7,7,3,5,7,6,6,algebra 
S02769,Medium,High,7,6,8,8,8,8,4,7,4,7,angles 
S02770,Medium,Average,7,6,5,4,6,4,4,4,8,4,fractions/decimals 
S02771,High,High,4,4,6,5,6,2,3,4,2,4,algebra 
S02772,High,Low,5,6,5,3,4,3,6,6,6,2,probability 
S02773,Medium,Low,7,6,8,5,8,7,7,4,5,6,volume and capacity 
S02774,High,Low,5,1,5,3,5,3,5,1,2,5,perimeter 
S02775,Medium,High,7,9,5,9,6,8,6,7,6,9,ratio 
S02776,Medium,High,5,8,6,6,8,8,5,9,7,5,number sequences 
S02777,Low,Average,7,6,5,5,4,4,6,5,6,7,indices 
S02778,Low,Average,5,7,8,4,7,8,6,4,5,8,fractions/decimals 
S02779,Medium,Average,4,6,3,3,5,3,3,6,2,4,area 
S02780,Low,High,7,8,7,10,10,8,9,7,10,10,number sequences 
S02781,Low,Very High,8,8,10,7,6,7,6,7,10,6,indices 
S02782,Medium,Average,7,7,5,4,7,5,6,6,7,4,fractions/decimals 
S02783,Low,High,9,5,6,5,5,7,6,7,7,7,perimeter 
S02784,Medium,Average,9,6,5,9,9,6,7,9,7,9,ratio 
S02785,High,Low,2,4,3,6,6,4,2,6,6,2,number sequences 
S02786,Medium,Very High,5,8,8,9,7,9,5,6,6,8,number sequences 
S02787,Low,High,8,9,9,7,9,6,5,8,8,8,angles 
S02788,Medium,Very High,8,6,9,5,7,7,5,9,5,5,fractions/decimals 
S02789,Medium,Low,5,5,7,7,8,8,7,5,7,7,number sequences 
S02790,Medium,Low,6,8,5,6,9,5,9,5,6,6,ratio 
S02791,High,High,7,5,5,9,8,9,6,5,7,9,perimeter 
S02792,Medium,High,6,5,7,5,4,6,3,4,3,3,angles 
S02793,Medium,High,6,8,6,5,5,8,6,6,7,5,fractions/decimals 
S02794,High,Average,5,4,4,2,6,4,6,4,4,6,fractions/decimals 
S02795,High,Average,2,4,2,1,2,0,0,1,2,0,algebra 
S02796,Medium,High,5,5,2,4,6,4,5,6,2,4,ratio 
S02797,Medium,High,7,6,4,4,4,7,7,5,5,4,ratio 
S02798,High,High,3,4,2,4,4,2,2,4,3,2,ratio 
S02799,Low,Very High,7,9,9,8,9,8,10,10,9,8,number sequences 
S02800,High,High,5,6,8,9,7,8,6,7,8,6,number sequences 
S02801,Medium,Average,5,6,5,7,3,7,5,5,4,7,indices 
S02802,High,Average,4,4,2,1,3,1,1,5,1,1,fractions/decimals 
S02803,High,Average,4,1,3,2,2,1,0,1,1,0,angles 
S02804,Medium,Average,5,6,3,6,3,2,5,6,6,6,algebra 
S02805,Medium,Low,5,5,3,3,5,6,7,5,7,7,ratio 
S02806,Low,Low,8,6,5,8,7,6,8,8,5,7,ratio 
S02807,High,High,5,5,7,4,8,7,4,6,8,5,fractions/decimals 
S02808,High,Low,4,2,4,5,4,4,3,5,2,2,perimeter 
S02809,High,Low,2,6,4,5,2,4,6,2,5,6,number sequences 
S02810,High,Average,3,5,3,6,3,5,3,2,4,4,volume and capacity 
S02811,Low,Average,5,6,4,2,6,3,4,5,2,6,fractions/decimals 
S02812,High,Average,2,4,2,4,0,2,2,4,2,0,indices 
S02813,Medium,High,4,8,8,4,8,7,6,6,6,8,number sequences 
S02814,Low,Average,5,8,4,4,8,4,8,6,8,4,ratio 
S02815,Low,High,10,10,7,9,10,10,10,8,10,8,ratio 
S02816,Low,Average,5,4,4,7,5,4,7,4,7,7,perimeter 
S02817,High,Average,1,1,4,2,1,3,5,5,3,5,number sequences 
S02818,High,Low,6,3,4,5,4,2,2,5,3,6,algebra 
S02819,High,Average,1,2,0,1,2,2,3,3,2,2,ratio 
S02820,High,Low,3,0,4,1,2,4,0,3,4,3,perimeter 
S02821,Medium,Average,6,3,3,6,5,2,3,3,5,5,algebra 
S02822,Low,Average,7,5,5,8,6,9,5,9,5,9,perimeter 
S02823,Medium,Average,7,6,7,3,5,6,5,4,3,6,fractions/decimals 
S02824,Medium,Average,5,6,5,7,6,5,4,8,5,4,angles 
S02825,High,Low,2,4,2,3,4,3,5,1,2,5,volume and capacity 
S02826,Medium,Average,7,3,7,5,7,7,6,4,5,6,perimeter 
S02827,Medium,High,3,3,4,4,6,3,6,4,7,6,number sequences 
S02828,Medium,Average,6,9,8,9,6,6,6,5,8,9,volume and capacity 
S02829,High,Low,4,4,3,2,5,1,3,2,4,5,algebra 
S02830,Medium,Low,2,4,4,6,3,3,2,4,4,4,number sequences 
S02831,Medium,High,3,4,5,4,7,4,3,6,3,5,number sequences 
S02832,Medium,High,5,7,7,6,5,4,8,4,4,6,algebra 
S02833,Medium,Average,6,6,4,8,4,5,6,7,7,8,ratio 
S02834,High,High,6,5,8,5,8,7,5,5,8,7,perimeter 
S02835,Medium,Average,3,3,5,2,4,5,4,6,3,2,fractions/decimals 
S02836,Medium,Low,5,4,7,4,7,7,7,7,5,5,perimeter 
S02837,High,Average,2,5,3,4,2,5,3,5,4,5,number sequences 
S02838,High,Average,2,0,0,0,3,2,0,0,0,2,perimeter 
S02839,High,Low,5,5,4,2,3,5,6,6,4,3,fractions/decimals 
S02840,Low,Very High,9,10,7,9,10,7,10,9,10,10,ratio 
S02841,Medium,High,7,4,3,4,6,4,6,6,6,5,ratio 
S02842,Medium,Average,6,3,2,6,4,5,6,3,2,2,ratio 
S02843,Medium,Low,2,5,6,5,2,5,4,3,3,6,number sequences 
S02844,Medium,High,2,6,3,2,2,4,6,2,3,5,number sequences 
S02845,Medium,Average,5,8,6,7,5,8,7,5,8,8,number sequences 
S02846,Medium,Very High,5,6,7,3,5,6,5,4,6,7,fractions/decimals 
S02847,Medium,High,4,7,5,4,7,7,4,7,4,6,number sequences 
S02848,High,Low,2,2,0,3,0,0,0,1,4,3,ratio 
S02849,Medium,High,6,9,5,5,8,9,6,7,7,5,ratio 
S02850,Medium,High,4,4,4,5,5,6,6,8,8,4,number sequences 
S02851,High,Low,3,4,4,5,3,5,3,3,4,5,number sequences 
S02852,High,Average,1,1,4,4,4,5,3,2,4,5,number sequences 
S02853,High,Low,3,0,1,0,3,0,0,2,0,0,perimeter 
S02854,High,Average,4,0,2,3,0,1,4,0,2,2,perimeter 
S02855,Medium,Low,2,6,5,4,3,6,2,2,2,6,number sequences 
S02856,High,Average,5,2,5,4,3,4,3,2,3,1,probability 
S02857,Medium,Average,7,8,8,7,6,5,8,5,6,8,algebra 
S02858,Low,Average,5,5,3,3,5,7,4,6,4,6,ratio 
S02859,High,Low,4,4,0,1,0,1,0,0,0,0,ratio 
S02860,Medium,Average,5,5,5,6,7,3,5,6,6,3,algebra 
S02861,Low,High,5,7,9,5,8,5,7,5,7,8,number sequences 
S02862,Low,High,6,7,7,6,9,7,10,9,6,10,number sequences 
S02863,High,High,5,7,4,7,5,6,8,5,6,5,ratio 
S02864,Medium,Average,4,6,4,3,2,6,3,2,6,5,indices 
S02865,High,Low,4,2,3,3,1,1,3,3,4,4,indices 
S02866,High,Low,4,2,4,4,1,1,5,3,3,4,indices 
S02867,High,Average,3,5,5,2,2,2,2,3,4,1,probability 
S02868,Low,High,9,6,5,6,6,7,8,8,6,7,ratio 
S02869,Low,High,6,10,9,6,7,6,7,8,8,8,number sequences 
S02870,Medium,Very High,3,5,5,6,3,7,7,5,4,4,number sequences 
S02871,Medium,Low,5,4,6,5,5,6,6,5,5,6,perimeter 
S02872,Low,Average,5,5,6,6,8,6,6,5,7,7,number sequences 
S02873,High,Low,2,2,0,0,2,0,0,0,2,3,ratio 
S02874,Medium,High,9,7,5,9,7,8,7,9,8,9,ratio 
S02875,High,High,7,5,6,5,7,4,5,3,5,3,volume and capacity 
S02876,High,High,4,2,2,3,6,2,3,2,2,4,perimeter 
S02877,High,Average,1,5,3,2,4,1,2,2,5,2,number sequences 
S02878,Medium,High,4,2,4,3,5,6,2,4,5,2,perimeter 
S02879,Medium,Very High,6,5,7,6,4,7,4,4,5,7,indices 
S02880,High,High,9,8,5,6,6,8,7,8,6,7,ratio 
S02881,Medium,Low,6,4,5,8,5,5,6,6,4,7,perimeter 
S02882,Low,Average,9,8,5,6,5,6,7,6,5,5,ratio 
S02883,Medium,High,4,3,6,7,6,6,5,3,4,4,perimeter 
S02884,High,Average,4,0,0,0,3,1,3,3,1,1,perimeter 
S02885,High,Average,5,6,6,6,2,3,2,4,3,6,indices 
S02886,Medium,High,3,5,2,2,2,2,3,5,6,2,ratio 
S02887,Medium,Average,5,7,5,5,6,4,4,6,3,4,area 
S02888,Low,High,10,10,7,10,7,7,8,8,7,10,ratio 
S02889,Low,Average,3,3,4,4,6,4,3,4,3,5,number sequences 
S02890,Medium,High,3,5,5,3,6,5,5,2,3,5,volume and capacity 
S02891,Low,High,9,7,10,10,9,10,10,10,10,7,perimeter 
S02892,Low,High,8,10,9,9,10,8,9,10,9,8,number sequences 
S02893,Medium,Low,3,5,5,5,4,2,2,5,4,6,algebra 
S02894,High,Low,4,5,6,4,2,2,6,2,4,6,indices 
S02895,Low,Very High,10,10,10,10,7,10,7,7,10,10,indices 
S02896,High,Average,0,0,2,0,0,3,1,0,0,0,number sequences 
S02897,Low,High,8,9,9,5,8,7,7,6,5,6,fractions/decimals 
S02898,Low,Very High,7,10,7,6,10,8,8,8,6,9,fractions/decimals 
S02899,Medium,Very High,7,3,7,7,4,6,6,3,3,7,perimeter 
S02900,High,Low,2,3,6,4,5,4,3,6,2,2,number sequences 
S02901,Low,High,6,8,10,7,8,9,9,9,9,9,number sequences 
S02902,Medium,High,5,3,3,4,3,6,4,5,4,5,perimeter 
S02903,High,High,4,6,7,7,4,7,8,4,6,5,number sequences 
S02904,High,Low,5,4,4,2,3,1,4,3,5,4,algebra 
S02905,Medium,High,5,7,6,8,4,5,4,7,5,7,indices 
S02906,Low,Average,5,6,7,4,3,6,3,7,3,6,indices 
S02907,Medium,Average,8,6,7,7,5,8,7,8,8,6,indices 
S02908,Medium,High,4,4,4,5,4,6,2,3,6,4,angles 
S02909,High,High,7,3,6,5,3,5,5,6,7,6,perimeter 
S02910,High,Average,3,3,2,0,3,1,1,0,0,2,fractions/decimals 
S02911,Medium,Very High,6,5,4,6,3,5,3,2,4,4,volume and capacity 
S02912,Low,Average,9,5,9,9,7,5,7,5,6,8,perimeter 
S02913,Medium,High,5,9,5,9,6,5,9,8,6,7,number sequences 
S02914,Medium,Average,4,2,5,3,2,2,3,3,3,6,perimeter 
S02915,High,High,5,5,7,7,5,8,8,5,5,8,number sequences 
S02916,Low,Average,6,5,7,4,7,7,4,4,8,8,fractions/decimals 
S02917,Low,Very High,7,9,10,10,8,10,10,10,10,9,number sequences 
S02918,High,Average,1,2,3,5,2,2,3,2,3,2,number sequences 
S02919,High,Low,5,5,4,4,2,3,4,3,3,4,indices 
S02920,Low,Low,5,4,6,7,6,3,7,3,4,6,algebra 
S02921,Low,Average,3,5,6,6,3,6,3,4,4,5,number sequences 
S02922,High,Average,0,2,3,3,2,0,2,2,2,3,number sequences 
S02923,Low,High,9,8,9,5,6,5,6,6,9,7,fractions/decimals 
S02924,Medium,High,4,4,2,4,3,4,6,5,6,4,ratio 
S02925,Medium,High,5,8,4,7,5,5,7,5,7,8,ratio 
S02926,High,High,4,5,2,6,5,4,5,5,3,2,ratio 
S02927,Low,Average,5,2,5,2,2,3,6,2,2,2,perimeter 
S02928,High,Average,3,3,5,4,1,5,3,5,2,5,indices 
S02929,Medium,Very High,3,7,5,4,3,6,6,6,6,7,number sequences 
S02930,Medium,High,2,2,3,4,3,5,5,6,4,5,number sequences 
S02931,Medium,Average,9,7,7,9,8,8,6,7,7,5,probability 
S02932,High,Average,2,5,3,2,5,6,6,2,6,4,number sequences 
S02933,Low,Low,4,5,6,3,6,3,4,5,3,3,fractions/decimals 
S02934,Low,High,8,10,6,8,6,9,9,8,9,9,ratio 
S02935,High,Low,1,3,4,3,5,3,4,4,4,5,number sequences 
S02936,Medium,Average,7,6,7,5,5,9,5,6,9,5,fractions/decimals 
S02937,High,Average,2,3,0,1,3,0,3,0,0,2,ratio 
S02938,Medium,Average,3,4,7,7,4,3,4,4,7,4,number sequences 
S02939,Low,High,7,10,7,9,8,10,10,8,9,8,number sequences 
S02940,High,Average,5,4,5,5,4,5,2,5,5,4,angles 
S02941,High,Low,4,3,3,4,2,4,1,2,3,4,angles 
S02942,Medium,Average,4,4,4,6,5,6,5,3,2,5,area 
S02943,High,High,6,8,8,8,4,6,8,7,5,5,indices 
S02944,Medium,Average,6,3,7,3,7,3,7,3,5,4,perimeter 
S02945,Medium,Low,9,6,8,5,7,5,7,6,6,7,fractions/decimals 
S02946,Low,High,7,6,9,7,7,6,9,9,8,6,perimeter 
S02947,Medium,Average,6,6,8,5,8,6,7,8,5,5,fractions/decimals 
S02948,Low,Very High,8,6,8,5,6,7,8,6,8,9,fractions/decimals 
S02949,Low,Very High,10,10,8,10,9,8,9,10,10,9,ratio 
S02950,Medium,Very High,5,7,6,5,7,5,5,5,7,9,number sequences 
S02951,Low,Average,4,5,6,2,6,5,4,4,4,5,fractions/decimals 
S02952,Medium,Average,5,4,4,6,5,6,4,3,6,4,volume and capacity 
S02953,High,Low,3,0,1,4,4,3,0,0,1,1,perimeter 
S02954,Low,Very High,10,8,8,6,6,7,10,9,8,6,fractions/decimals 
S02955,Medium,Average,7,8,8,9,7,6,6,8,7,6,algebra 
S02956,Low,Average,4,2,6,4,5,6,4,5,4,4,perimeter 
S02957,Medium,Average,5,4,2,6,4,6,4,2,4,2,ratio 
S02958,Medium,Very High,7,5,5,5,7,7,4,8,6,8,angles 
S02959,Medium,Average,7,7,6,4,7,6,4,6,5,6,fractions/decimals 
S02960,Medium,Average,6,7,8,6,7,8,9,8,6,9,number sequences 
S02961,Medium,Low,3,5,4,7,5,4,4,3,6,3,number sequences 
S02962,Medium,Average,7,7,7,8,9,7,7,5,9,7,volume and capacity 
S02963,Medium,Average,6,9,6,5,9,8,6,5,9,8,fractions/decimals 
S02964,Medium,Low,8,6,7,8,6,5,4,7,7,8,angles 
S02965,Medium,Average,7,7,9,9,6,6,9,8,5,8,area 
S02966,High,Average,5,5,2,3,4,5,6,6,4,3,ratio 
S02967,Low,Very High,9,9,8,10,9,9,9,7,9,10,volume and capacity 
S02968,Low,Very High,10,7,10,9,10,10,10,10,8,7,perimeter 
S02969,High,Average,4,3,2,3,6,3,5,5,3,4,ratio 
S02970,Medium,High,7,9,7,5,6,8,7,7,5,6,fractions/decimals 
S02971,Medium,High,8,6,5,7,7,6,8,7,8,6,ratio 
S02972,Medium,High,4,8,8,4,8,6,6,8,8,5,number sequences 
S02973,Low,Very High,9,9,7,9,10,8,9,9,10,9,ratio 
S02974,Low,High,7,8,7,8,10,8,10,10,8,8,number sequences 
S02975,High,Low,0,0,0,1,0,0,2,0,0,0,number sequences 
S02976,Low,Very High,9,10,10,9,7,10,7,10,10,10,indices 
S02977,Low,High,8,6,7,9,9,6,6,6,8,6,perimeter 
S02978,Low,Very High,5,7,6,6,8,9,9,8,7,8,number sequences 
S02979,High,Average,2,0,1,0,0,2,3,0,1,0,perimeter 
S02980,Medium,High,5,4,6,2,3,4,3,2,4,2,fractions/decimals 
S02981,Medium,High,2,6,3,4,2,4,6,5,2,5,number sequences 
S02982,High,High,4,4,4,5,5,5,7,6,7,8,number sequences 
S02983,Low,Average,2,4,2,6,2,2,2,6,6,5,number sequences 
S02984,High,Low,3,4,2,3,4,3,4,2,2,2,ratio 
S02985,Medium,High,6,7,5,9,9,8,9,8,6,6,ratio 
S02986,Medium,Average,8,4,7,4,4,4,5,7,4,8,perimeter 
S02987,Medium,Average,4,4,5,6,4,4,4,6,5,2,probability 
S02988,High,Average,2,4,6,4,5,5,4,5,4,6,number sequences 
S02989,High,Average,2,6,6,4,4,4,2,6,5,4,number sequences 
S02990,Medium,Low,5,8,6,5,4,4,8,8,7,4,indices 
S02991,Medium,Average,5,9,8,5,7,8,6,6,5,5,number sequences 
S02992,Low,High,7,9,8,10,8,8,8,9,9,10,number sequences 
S02993,Low,Average,6,2,4,5,5,2,6,2,6,2,perimeter 
S02994,Low,Average,2,3,6,2,2,4,5,2,5,6,number sequences 
S02995,Medium,Very High,6,3,5,6,6,3,4,6,4,5,perimeter 
S02996,Medium,Low,6,5,8,7,5,8,5,9,6,8,perimeter 
S02997,Medium,High,8,5,6,5,8,8,6,4,7,8,volume and capacity 
S02998,Medium,High,5,4,8,5,5,8,8,8,7,4,perimeter 
S02999,High,Low,4,4,2,2,3,6,4,4,4,4,ratio 
S03000,High,Average,5,2,5,2,2,2,4,4,5,3,perimeter 
